gene,median_coef,fisher_stat,fisher_pval,sign_consistency,n_samples,n_sig_samples,mean_expr,pct_expr,n_positive_samples,n_negative_samples,median_dispersion,fisher_fdr,perm_pval,gradient_score,decay_pattern,cell_type
CXCR1,-0.00387567770842903,,1,0.666666666666667,3,1,0.0368415055642068,0.0324736982035018,1,2,0.24648673851844,1,,-0.00387567770842903,not_significant,B-cell
CXCR2,-0.00141532506981563,6.84323502918974,0.553637195047874,1,4,0,0.0388924759770595,0.0349804398192108,0,4,0.23418189349598,1,,-0.00141532506981563,not_significant,B-cell
CXCR3,-0.000892360404506441,9.63020029972216,0.473513564846422,1,5,1,0.0756580196741236,0.0646055680048616,0,5,0.405051373007973,1,,-0.000892360404506441,not_significant,B-cell
CXCR4,0.00172551964345894,,1,0.8,5,3,1.46002506741616,0.593376125185157,4,1,0.925286076744073,1,,0.00172551964345894,not_significant,B-cell
CXCR5,0.000219558274709618,,1,0.75,4,1,0.171711800676061,0.132477496296859,3,1,0.602805130305463,1,,0.000219558274709618,not_significant,B-cell
CXCR6,-0.000581297784961477,4.2614798911733,0.832794828605204,1,4,0,0.0446275969463329,0.0396900755820578,0,4,0.298924493419099,1,,-0.000581297784961477,not_significant,B-cell
CX3CR1,-0.000427393090844916,,1,0.5,4,0,0.0578449618291618,0.0500968513806069,2,2,0.311074359303065,1,,-0.000427393090844916,not_significant,B-cell
ACKR1,0.000395916512833796,,1,0.75,4,1,0.0404117133199134,0.0340688974134984,3,1,0.268536936765326,1,,0.000395916512833796,not_significant,B-cell
ACKR3,9.02543663612094e-05,,1,0.75,4,1,0.0387785331763455,0.035550153822781,3,1,0.233370852851411,1,,9.02543663612094e-05,not_significant,B-cell
ACKR4,-0.000801941681057474,,1,0.75,4,0,0.0465266436249003,0.0415511413270538,1,3,0.26128425176954,1,,-0.000801941681057474,not_significant,B-cell
IL1A,0.000430108499778863,,1,0.5,4,1,0.0725435831212731,0.0620608454555813,2,2,0.363372752474385,1,,0.000430108499778863,not_significant,B-cell
IL1B,-0.00150263386222624,,1,0.75,4,0,0.0573891906263056,0.0497170420448935,1,3,0.308020145516526,1,,-0.00150263386222624,not_significant,B-cell
IL1RN,-0.00181412513199857,13.1074648479338,0.108205187528498,1,4,0,0.0749743628698393,0.0637320065327206,0,4,0.36643466287974,0.79160637191901,,-0.00181412513199857,not_significant,B-cell
IL2,-0.000930717286724361,,1,0.5,4,1,0.0409054654563409,0.0358919822249231,2,2,0.236163189760911,1,,-0.000930717286724361,not_significant,B-cell
IL6,0.000285120661644379,,1,0.5,4,0,0.103536024915492,0.0866724904098143,2,2,0.415887567257146,1,,0.000285120661644379,not_significant,B-cell
IL7,9.3490491126653e-05,,1,0.5,4,0,0.0842796915948194,0.0711762695127046,2,2,0.396146035876921,1,,9.3490491126653e-05,not_significant,B-cell
IL10,0.000378483767388742,,1,0.75,4,0,0.0872042234798131,0.0725435831212731,3,1,0.398448326745984,1,,0.000378483767388742,not_significant,B-cell
IL11,-0.00150626952243488,,1,0.75,4,2,0.268411257548711,0.206920126096699,1,3,0.55901556167437,1,,-0.00150626952243488,not_significant,B-cell
IL12A,-0.00229385217761439,,1,0.75,4,1,0.0706825173762771,0.0601238178434426,1,3,0.366911304880055,1,,-0.00229385217761439,not_significant,B-cell
IL12B,0.000827840923409467,,1,0.5,4,1,0.0725435831212731,0.059402180105587,2,2,0.359941436139268,1,,0.000827840923409467,not_significant,B-cell
IL15,0.000553729993693519,,1,0.6,5,1,0.0801777507691139,0.0673022142884272,3,2,0.436699762420015,1,,0.000553729993693519,not_significant,B-cell
IL16,0.00144647985476797,,1,0.8,5,4,0.832883892286072,0.459037563143302,4,1,1.05180938443627,1,,0.00144647985476797,not_significant,B-cell
IL17A,0.000755105300589383,,1,0.5,4,1,0.0485776140377531,0.0430703786699077,2,2,0.283992961134942,1,,0.000755105300589383,not_significant,B-cell
IL17B,-0.000476421825203861,,1,0.8,5,0,0.074936381936268,0.0638459493334346,1,4,0.323079662920804,1,,-0.000476421825203861,not_significant,B-cell
IL17D,-0.000357074998948455,,1,0.5,4,1,0.077557066352691,0.0665805765505716,2,2,0.374102263752597,1,,-0.000357074998948455,not_significant,B-cell
IL18,-0.000289147643513577,,1,0.5,4,0,0.0696190512362794,0.0565915910213073,2,2,0.299401927812414,1,,-0.000289147643513577,not_significant,B-cell
IL23A,-0.00066414605170559,,1,0.75,4,1,0.0976109992783623,0.0815070834441111,1,3,0.46128004475739,1,,-0.00066414605170559,not_significant,B-cell
IL33,-0.00166221404053489,,1,0.75,4,1,0.0582627520984466,0.0486915568384671,1,3,0.310275103627806,1,,-0.00166221404053489,not_significant,B-cell
IL34,-0.00159601280657971,,1,0.75,4,0,0.0563637054198792,0.049451175509894,1,3,0.31289287981626,1,,-0.00159601280657971,not_significant,B-cell
IL1R1,-0.000829420032912156,,1,0.75,4,1,0.153480952561814,0.115841847392609,1,3,0.488915880759036,1,,-0.000829420032912156,not_significant,B-cell
IL1R2,-0.00156858550124458,,1,0.75,4,2,0.0458050058870447,0.0394621899806297,1,3,0.271612104355003,1,,-0.00156858550124458,not_significant,B-cell
IL1RL1,-0.00355996409254425,15.1181650555582,0.0568881318535529,1,4,1,0.0359679440920658,0.0321698507349311,0,4,0.239102377435612,0.494215645477741,,-0.00355996409254425,not_significant,B-cell
IL1RAP,-0.00070484203899512,,1,0.75,4,0,0.0837859394583919,0.070340688974135,1,3,0.345918406421824,1,,-0.00070484203899512,not_significant,B-cell
IL2RA,-0.00196479460302313,,1,0.8,5,2,0.195070074822439,0.14577082304683,1,4,0.625237228290899,1,,-0.00196479460302313,not_significant,B-cell
IL2RB,0.00117303088506227,,1,0.75,4,1,0.0622127691898667,0.0531733069998861,3,1,0.289645971731203,1,,0.00117303088506227,not_significant,B-cell
IL2RG,0.000673512044273084,,1,0.8,5,1,0.290440199020092,0.213908617873827,4,1,0.691699800442609,1,,0.000673512044273084,not_significant,B-cell
IL6ST,0.00127855944495128,,1,0.6,5,1,0.174598351627483,0.133389038702571,3,2,0.585774061389055,1,,0.00127855944495128,not_significant,B-cell
IL7R,0.000422296507712336,,1,0.6,5,2,0.196855178700292,0.133882790838999,3,2,0.42012228891868,1,,0.000422296507712336,not_significant,B-cell
IL10RA,0.00153806228268548,,1,0.8,5,2,0.235861597478066,0.177940673781762,4,1,0.516220083988955,1,,0.00153806228268548,not_significant,B-cell
IL10RB,0.00210642848417555,21.6169988601647,0.0171791805949695,1,5,2,0.170762277336777,0.134414523908998,5,0,0.480538177888774,0.217082372972796,,0.00210642848417555,not_significant,B-cell
IL17RA,7.71108287897431e-05,,1,0.6,5,0,0.0813551597098257,0.0711762695127046,3,2,0.380216120086654,1,,7.71108287897431e-05,not_significant,B-cell
IL17RB,-0.000320107091291122,,1,0.6,5,0,0.074062820464127,0.0606175699798701,2,3,0.407365091387707,1,,-0.000320107091291122,not_significant,B-cell
IL18R1,-0.00149887007414202,,1,0.75,4,1,0.0527555167306012,0.0461848152227582,1,3,0.288402882078123,1,,-0.00149887007414202,not_significant,B-cell
IFNA1,-0.00419284591967963,,1,0.75,4,1,0.0590603517034449,0.0518059933913176,1,3,0.30334195929789,1,,-0.00419284591967963,not_significant,B-cell
IFNB1,-0.00141915458897812,12.2973810286581,0.138420501520395,1,4,1,0.0397660374492005,0.035664096623495,0,4,0.242866693984125,0.878336016010576,,-0.00141915458897812,not_significant,B-cell
IFNG,0.00111100238792947,,1,0.75,4,0,0.0373732386342056,0.033803030878499,3,1,0.211563998862604,1,,0.00111100238792947,not_significant,B-cell
IFNAR1,0.000176357983498331,,1,0.5,4,0,0.120627445022599,0.0984465798169319,2,2,0.39195690872871,1,,0.000176357983498331,not_significant,B-cell
IFNAR2,-0.0010535512840802,,1,0.75,4,0,0.166090622507501,0.135857799384709,1,3,0.438389214616198,1,,-0.0010535512840802,not_significant,B-cell
IFNGR1,0.000493042444495374,,1,0.75,4,0,0.205894640890273,0.157810778988948,3,1,0.465110459734674,1,,0.000493042444495374,not_significant,B-cell
