cell_type,pathway,pathway_clean,pval,padj,ES,NES,size,leadingEdge
fibroblast,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.412122328666175,0.616555388039342,0.283510798056787,1.02479687763203,70,"GADD45B,ZFP36,JUNB,SOD2,ATF3,LIF,GPR183,IL6ST,IL6,OLR1,KLF2,CD83,JUN"
fibroblast,HALLMARK_COMPLEMENT,Complement,0.454426352236571,0.616555388039342,0.310547586672559,1.00286003372479,40,"CLU,SPOCK2,C1QC,FYN,GATA3,CD36,IL6,GZMA,OLR1,JAK2,CCL5,CD59,TIMP1"
fibroblast,HALLMARK_ANGIOGENESIS,Angiogenesis,0.459721636440321,0.616555388039342,-0.359072976144097,-0.997171697699945,19,"SPP1,TNFRSF21,FGFR1,APP"
fibroblast,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.462416541029507,0.616555388039342,-0.287130095084155,-0.994257182362154,50,"SPP1,SOX9,IGFBP3,ITGA2,ETV5,ETV4,WNT7A"
fibroblast,HALLMARK_UV_RESPONSE_DN,Uv Response Dn,0.490441801189465,0.624198656059319,-0.315184554699599,-0.973639211035776,29,"IGFBP5,ANXA2,LDLR,ANXA4,IGF1R"
fibroblast,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.651512339951754,0.79314545733257,0.248685562902578,0.908718808344333,75,"GADD45B,MMP2,CXCL12,THBS1,DCN,LUM,IL6,VCAM1,COL6A2,FAS,EMP3,JUN,COL16A1,COL4A1,MGP,CD59,COL3A1,VCAN,TIMP1"
fibroblast,HALLMARK_TGF_BETA_SIGNALING,Tgf Beta Signaling,0.696304849884527,0.812355658198614,0.322850516804539,0.833091073677809,15,"THBS1,JUNB"
fibroblast,HALLMARK_HYPOXIA,Hypoxia,0.769158350593109,0.861457352664282,0.262880024947938,0.811124226960668,32,"ZFP36,DCN,ATF3,IL6,NR3C1,JUN"
fibroblast,HALLMARK_APICAL_JUNCTION,Apical Junction,0.801993230537796,0.863685017502242,0.248590394874188,0.793654911413455,38,"MMP2,VWF,CD34,FYB1,VCAM1,COL16A1,PTPRC,ACTG2,VCAN,CD209,TNFRSF11B,PECAM1,RAC2,ICAM2,ITGA9"
fibroblast,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,0.96753109846089,0.977139261744967,-0.206707110334461,-0.58173049699493,20,"MX1,IFI27,IFIH1"
fibroblast,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,0.977139261744967,0.977139261744967,-0.197565658809234,-0.534649666765373,17,"PTGES3,TGFB2"
mDC,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.0946073793755913,0.486288585786073,0.437155197948095,1.35821450854589,26,"TNFRSF4,TNFRSF9,CSF2,IL2RA,TNFRSF1B,IL10"
mDC,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.103283696067201,0.486288585786073,0.50720341616836,1.37352024415986,15,"CSF2,GPNMB,CCL20,TNFRSF1B,IL33"
mDC,HALLMARK_HYPOXIA,Hypoxia,0.165876777251185,0.486288585786073,0.458594030253501,1.27988113668488,17,"IL6,DCN,BGN,NR3C1"
mDC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.18862167982771,0.486288585786073,0.341488823246331,1.19326113639949,43,"CXCL2,TNFRSF9,CSF2,IL6,CCL20,TNF,IL6ST,KLF2,IL23A,SAT1,CXCL3,ZFP36"
mDC,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.202620244077531,0.486288585786073,0.338400635694547,1.18247011210643,43,"CSF2,IL6,IL2RA,TNFRSF1B,TNF,IL6ST,IL17RB,CD14,IL10RB,OSMR,PDGFC,CXCL3"
mDC,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.302637362637363,0.605274725274725,-0.323763333239518,-1.10441882131736,33,"MX1,TNFSF10,CIITA,TAP1,CCL7,IL7,IFITM3,LGALS3BP,CD40"
mDC,HALLMARK_COMPLEMENT,Complement,0.373820012586532,0.640834307291198,-0.377205278926649,-1.0638360169836,16,"CXCL1,HSPA1A,SERPINA1,LGALS3"
mDC,HALLMARK_APOPTOSIS,Apoptosis,0.428752719361856,0.643129079042785,0.301269312170898,1.01916001770963,37,"IFNB1,IL6,DCN,MMP2,BGN,TNF,CD14,SAT1,LUM,GPX3"
mDC,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.536007130124777,0.714676173499703,0.27075124714746,0.960434297665842,46,"TNFRSF9,IL6,CCL20,TNFRSF1B,IL10,IL15,CD14,OSMR,BST2,CCR7,TLR1,ICOSLG,GPR183,OSM,IL2RB"
mDC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.815808426359381,0.924398625429553,0.230870924645047,0.795010062442318,40,"CXCL12,IL6,DCN,MMP2,BGN"
mDC,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.883232134516581,0.924398625429553,-0.201812954766737,-0.768052471085197,56,"CD80,IL2,TAP2,TAP1,CCL7,IL7,CSK,CCL13,CD40,IL2RG,FYB1,FGR,LTB,FAS,IL11,STAT1"
mDC,HALLMARK_MYOGENESIS,Myogenesis,0.924398625429553,0.924398625429553,0.232638888888889,0.629992254156424,15,"CFD,GPX3,GADD45B,COL3A1,IGFBP7,TAGLN,COL1A1,COL6A2,TPM2,CDKN1A,ITGB5,TGFB1,COL6A3,ITGB1,GSN"
macrophage,HALLMARK_G2M_CHECKPOINT,G2m Checkpoint,0.000209953511303569,0.00394359038074458,-0.729643539631045,-1.8562155903249,23,"UBE2C,TOP2A,H2AZ1,CCND1,CDKN3,EZH2,CENPF,HIF1A,BIRC5,MKI67,MYC"
macrophage,HALLMARK_E2F_TARGETS,E2f Targets,0.000281685027196042,0.00394359038074458,-0.769133860879888,-1.83966083784632,17,"TOP2A,HMGB2,H2AZ1,CDKN3,EZH2,CDKN1A,DNMT1,BIRC5,MKI67,PCNA,MYC"
macrophage,HALLMARK_P53_PATHWAY,P53 Pathway,0.025871110593171,0.205639452571968,-0.553128958536148,-1.50494254797974,34,"APP,NDRG1,TM4SF1,DDIT3,CDKN1A,ITGB4,PCNA,EPHA2,S100A4,RXRA,ATF3,HDAC3,SFN,TAP1,TP53"
macrophage,HALLMARK_HYPOXIA,Hypoxia,0.0293770646531383,0.205639452571968,-0.555025451658353,-1.49503438913991,32,"IGFBP3,NDRG1,VEGFA,TGFB3,EGFR,DDIT3,CDKN1A,BCL2,S100A4,ATF3,EFNA1"
macrophage,HALLMARK_ANGIOGENESIS,Angiogenesis,0.0506249210958212,0.283499558136599,-0.594379234778477,-1.45416340994986,19,"SPP1,APP,VEGFA,FGFR1,TIMP1,S100A4,COL5A2,ITGAV,JAG1"
macrophage,HALLMARK_GLYCOLYSIS,Glycolysis,0.0688986556359876,0.291440593511239,-0.60223467282828,-1.42565904102487,16,"IGFBP3,VEGFA,EGFR,G6PD,SOX9,SOD1"
macrophage,HALLMARK_APICAL_JUNCTION,Apical Junction,0.0799815604471592,0.291440593511239,-0.491434526414307,-1.36014588119158,38,"CLDN4,CDH1,MMP9,SRC,EGFR,ITGB4,ITGB1,CX3CL1,ICAM1,MAPK13,ITGA2,RAC2"
macrophage,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.0832687410032112,0.291440593511239,-0.460845982834188,-1.33003094739919,51,"SPP1,MMP9,IGFBP3,FGF9,SLPI,DUSP6,SOX9,CCL20,TNFRSF1B,ADGRL4"
macrophage,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.18952331063384,0.589628077527501,-0.390308798265027,-1.19022010218457,85,"CXCL8,CCL2,ITGB8,CLEC5A,CD40,CCL7,TIMP1,HIF1A,AHR,CDKN1A,CXCL9,CCL20,TNFRSF1B,CX3CL1,IFNAR1,TLR2,MMP14,MYC,ITGA5,ICAM1,NFKB1,OSMR,LYN,IFNGR2,NOD2"
macrophage,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.236255572065379,0.624413145539906,-0.384769724696962,-1.15901733180231,75,"SPP1,CXCL8,IGFBP3,COL4A1,VEGFA,TIMP1,CALD1,ITGB1,TPM1,CXCL1,COL5A2,MMP14,MMP1,FN1,COL4A2,WNT5A,ITGA5,ITGAV,ITGA2,TNFRSF12A"
macrophage,HALLMARK_COMPLEMENT,Complement,0.248311390955924,0.624413145539906,-0.420799643542133,-1.17259073059815,40,"MMP12,SRC,HSPA1A,TIMP1,DUSP6,CXCL1,MMP14,FN1,COL4A2"
macrophage,HALLMARK_APOPTOSIS,Apoptosis,0.267605633802817,0.624413145539906,-0.38431877588766,-1.14078759039432,66,"HSPB1,APP,TOP2A,HMGB2,CCND1,ERBB2,TIMP1,DDIT3,LMNA,CDKN1A,ANXA1,SOD1,BID,CTNNB1,ATF3,KRT18,TNFRSF12A,GSN,TAP1,BGN,CD44,RELA"
macrophage,HALLMARK_TGF_BETA_SIGNALING,Tgf Beta Signaling,0.302404600104548,0.651332984840565,-0.491202972169808,-1.14657443155157,15,"CDH1,CTNNB1,IFNGR2,BMPR2,HDAC1,LEFTY2,TGFB1,TGFBR1"
macrophage,HALLMARK_KRAS_SIGNALING_DN,Kras Signaling Dn,0.364095442494635,0.684991212653779,-0.447416706490453,-1.09461597160469,19,"MX1,CELSR2,KRT4,KRT5,CNTFR,TCL1A,CD80,CD40LG,KRT15"
macrophage,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,0.366959578207381,0.684991212653779,-0.401067852314626,-1.08595000712525,33,"CDH1,TOP2A,CCND1,BCL2,CELSR2,DUSP2,MAPK13,CXCL14,SERPINA1,SFN,AGR2,CD44,PTGES"
macrophage,HALLMARK_COAGULATION,Coagulation,0.434285040113261,0.721829814218355,-0.384060614927444,-1.0345180119491,32,"MMP9,TIMP1,MMP7,DUSP6,ANXA1,MMP14,MMP1,FN1,ITGA2,RAC1,SERPINA1,GSN"
macrophage,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.43825381577543,0.721829814218355,-0.345198688834895,-1.03234132725883,70,"CCL2,VEGFA,CCND1,CCL4,CDKN1A,CCL20,CXCL1,TLR2,MYC,DUSP4,DUSP2,ICAM1,IFIH1,ATF3,EFNA1,NFKB1,JAG1,IFNGR2,TAP1,CD44,RELA,DUSP5,PHLDA2,CLCF1,CD80,IER3,PTGS2,CD83"
macrophage,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.472598253275109,0.735152838427948,-0.345773024936963,-1.01132465718022,57,"CCL2,MX1,IDO1,CD40,CCL7,HIF1A,CDKN1A,CXCL9,STAT1,IFNAR2,ICAM1,LGALS3BP,IFIH1,NFKB1"
macrophage,HALLMARK_UV_RESPONSE_UP,Uv Response Up,0.53824931025834,0.793209509854395,-0.38772027197164,-0.959790880205809,20,"EPCAM,BID,MMP14,ICAM1,ATF3,LYN,TAP1"
macrophage,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,0.569481594701312,0.797274232581837,-0.386635493889393,-0.935875029334042,18,"PTGES3,EPHA2,ESR1,PTGES,CRP"
macrophage,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.617039868924085,0.822719825232114,-0.314842996001004,-0.919217520206126,56,"CCL7,CXCL9,TNFRSF1B,CXCL1,IFNAR1,TLR2,STAT1,LTB,TNFRSF12A,OSMR,CNTFR,IFNGR2,CD44,TYK2,ACVR1B,CD38,ACVRL1,IFNGR1,IL4R"
macrophage,HALLMARK_UV_RESPONSE_DN,Uv Response Dn,0.657460545193687,0.836767966610147,-0.330900656647045,-0.877240031577803,29,"ERBB2,COL5A2,MYC,RXRA,NFKB1,ANXA4,COL11A1,ANXA2"
macrophage,HALLMARK_MYOGENESIS,Myogenesis,0.775395430579965,0.862597151619544,-0.291054107708947,-0.788071665470754,33,"APP,IGFBP3,CDKN1A,ITGB4,ITGB1,COL4A2"
macrophage,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,0.788954635108481,0.862597151619544,0.247368193728461,0.799931908290281,20,"CASP8,LAMP3,HLA-C,SELL"
macrophage,HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,0.790876350540216,0.862597151619544,-0.291506390409181,-0.768934800255994,28,"CCND1,KRT8,BCL2,MYC,CELSR2,KRT18,SFN,CD44,PTGES,CELSR1,PGR"
macrophage,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.800983069361005,0.862597151619544,-0.270597553714677,-0.790038258620357,56,"SPP1,NDRG1,AHR,BCL2,TNFRSF1B,IL1RL1,MYC,LTB,ITGAV,ALCAM,ANXA4,ETV4,CD44,CASP3,BMPR2,TNFSF10,BATF3,IFNGR1,IL4R,CD83"
macrophage,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.849245184799584,0.880698710162531,-0.254840605978102,-0.783954642149975,94,"MMP9,CCL2,CCL4,CD40,CCL7,TIMP1,EGFR,HIF1A,CXCL9,TLR2,STAT1,IFNAR2,LTB,CCL11,ICAM1"
macrophage,HALLMARK_ADIPOGENESIS,Adipogenesis,0.906410916580844,0.906410916580844,-0.268105009990054,-0.641269761215366,17,"COL4A1,SOD1"
mast,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.0555555555555556,0.722222222222222,0.331528238449442,1.33450760900689,48,"HLA-DQA1,HLA-DRA,LTB,LIF,CCL5,TGFB2,TIMP1,HLA-A,IL16,CD3E,CCR5,HIF1A,CXCR3,IL2RB"
mast,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.200601936665794,0.828809554815545,-0.377859918626337,-1.20456495583361,39,"IL17RB,CXCL3,TNFRSF1B,STAT3,TGFB1,CXCL9,CXCL1,IFNGR2,CSF3R,IL6,CSF2,TYK2,CD9,CSF1,TNF,CCL7"
mast,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.249301954527324,0.828809554815545,0.299231951794682,1.12930820395276,35,"IL7R,CD69,ZFP36,LIF,CCL5,JUNB"
mast,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,0.362590352559375,0.828809554815545,-0.416466196192064,-1.08362077951406,15,"IL17RB,CCND1,SERPINA1"
mast,HALLMARK_COMPLEMENT,Complement,0.415307820299501,0.828809554815545,0.319278964699698,1.02052685630421,19,"C1QC,FYN,CCL5,TIMP1,DUSP5,S100A9"
mast,HALLMARK_MYOGENESIS,Myogenesis,0.423065693430657,0.828809554815545,-0.390376421287409,-1.0327559211935,16,"TPM2,APP,TGFB1,COL4A2"
mast,HALLMARK_APOPTOSIS,Apoptosis,0.446282067977601,0.828809554815545,-0.317187314519421,-1.01634298197485,40,"KRT18,CCND1,IFNB1,HMGB2,BCL2L1,APP,TNFSF10,HSPB1"
mast,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.617208759880783,0.831277213352685,-0.280425754495867,-0.906228708076411,42,"IL15,CD55,TNFRSF1B,CSF3,TNFSF10,CXCL9,CCR7,CCL20,IL1A,IFNGR2,CSF3R,IL6"
mast,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.677030456852792,0.831277213352685,0.280570179243187,0.852833256053965,16,"IL7R,LIF"
mast,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.70838073568449,0.831277213352685,0.238277652638965,0.864765766189594,30,"HLA-DQA1,CD69,CSF2RB,CCL5,HLA-A"
mast,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.740543351098401,0.831277213352685,-0.257525727749558,-0.828382908377055,41,"IL15,TPM2,TNFRSF11B,TGFB1,COL4A2,THBS2,CXCL1,TPM1,IL6,TAGLN"
mast,HALLMARK_HYPOXIA,Hypoxia,0.821212568225402,0.831277213352685,-0.281208713611015,-0.731688689827739,15,"NDRG1,ANXA2,IL6,ACKR3"
mast,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.831277213352685,0.831277213352685,0.222500228728947,0.785974125962665,27,"XBP1,LTB,LIF"
monocyte,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.167214912280702,0.907251675807434,-0.385737030512568,-1.22201478914405,29,"VEGFA,CXCL1,IFNGR2,TLR2,TNFRSF9,CCL2,SOD2"
monocyte,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.293049560946569,0.907251675807434,0.375235609203808,1.11754802282773,40,"IL15,IL2,IFNGR1,LIF,IL10,IL16,IL2RA,CCL4,IFNAR2,IL2RB,TGFB2,CCL5,IFNG,HLA-A,TGFB1,HLA-DRA,CXCR3"
monocyte,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.458794384805946,0.907251675807434,0.391999415544384,1.00660349135565,19,IL15
monocyte,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.483466933867735,0.907251675807434,-0.350451879941834,-0.976384921842713,18,"VEGFA,SPP1,CXCL1"
monocyte,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.567032297379647,0.907251675807434,0.32257355895172,0.934801651873543,35,"IL15,IL1R1,LIF,IL18R1,IL10,IL1A,CCL20,TNFSF9,IL2RB,CCR7,CSF3R,CCL5"
monocyte,HALLMARK_APOPTOSIS,Apoptosis,0.782108945527236,0.907504363001745,-0.28505171269605,-0.781522285673188,17,"FAS,SOD2,HSPB1,CD14,TNFSF10,IL18"
monocyte,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.906671102977874,0.907504363001745,0.26007341816774,0.658840258466071,18,"IFNGR1,LIF,IL18R1,IL10,IL2RA"
monocyte,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.907504363001745,0.907504363001745,-0.219036991218608,-0.724442364215248,35,"CXCL1,IFNGR2,CCL7,TLR2,FAS,IL1R2"
neutrophil,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.125246332384497,0.677290836653386,0.468551305170407,1.30716870998742,21,"HLA-DQA1,HLA-A,MT2A,NFKBIA,CCL7,CD40,IFNAR2,CXCL9,STAT1,TNFSF10,CSF2RB,IFITM3,CCL5,IL15"
neutrophil,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.169322709163347,0.677290836653386,0.387583382689792,1.22196270325371,35,"CSF3R,TNFRSF1A,IL2RA,LTB,TNFRSF1B,CNTFR,CCL7"
neutrophil,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.562039764359352,0.935747405608302,-0.355253135109551,-0.929612260611608,18,"CXCL8,CXCL1"
neutrophil,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.662853297442799,0.935747405608302,0.272528461844796,0.894876450876957,43,"HLA-DRA,HLA-DQA1,IL18,IL2RA,HLA-A,LTB,IL16,CCL7,CD40,IFNAR2"
neutrophil,HALLMARK_APOPTOSIS,Apoptosis,0.733029197080292,0.935747405608302,-0.291784442581178,-0.827740439487624,25,"HSPB1,LGALS3,SQSTM1,KRT18"
neutrophil,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.791988239617788,0.935747405608302,-0.284401792414437,-0.780939718585497,22,"NDRG1,IL2RB,TNFRSF9"
neutrophil,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.853970390309556,0.935747405608302,0.241217035709675,0.780896729509062,40,"CSF3R,IL18,RGS1,EMP3,TNFRSF1B,NFKBIA,CCL7,CD55,OSM,CD40,IL7R"
neutrophil,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.935747405608302,0.935747405608302,0.220357451180151,0.681126776235678,32,"SAT1,IL18,GADD45B"
pDC,HALLMARK_P53_PATHWAY,P53 Pathway,0.0326687116564417,0.234604540733046,-0.559668657132986,-1.55767580874708,18,"NDRG1,TM4SF1,PCNA,LIF,JUN,FAS"
pDC,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,0.0438340151957919,0.234604540733046,0.459045020509475,1.50307572901498,20,"LTF,CXCL14,ZFP36,CXCL12,MAPK13,BCL2,XBP1,JAK1"
pDC,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.044934527911785,0.234604540733046,-0.423883931956205,-1.4413864583808,45,"CXCL9,IL6,IFI27,IL15,IFNAR2,CASP3,XCL1,BST2,IL2RB,IFIH1,ICAM1,FAS,STAT1,CCL7,OAS3,IL7,IL15RA"
pDC,HALLMARK_HYPOXIA,Hypoxia,0.0552010684077756,0.234604540733046,-0.483792883976787,-1.44979565000346,25,"NDRG1,IGFBP3,VEGFA,IL6,EFNA1,PLAC8,JUN"
pDC,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.0826086956521739,0.280869565217391,-0.392456764778475,-1.35118648534872,48,"CD9,CXCL9,IL6,CSF3R,IFNGR2,IL10RB,CNTFR,JUN,FAS,CCR1,STAT1,CCL7,IL7,IL15RA,IL3RA,IL1R1,TGFB1,TLR2"
pDC,HALLMARK_MYOGENESIS,Myogenesis,0.111644657863145,0.316326530612245,0.391097295964502,1.31047700494959,22,"GADD45B,CFD,IGF1,GPX3,COL3A1,IGFBP7"
pDC,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.177951946550173,0.432169013050421,-0.329929238157475,-1.20476821586048,69,"IFNG,CXCL9,IL6,IL15,IFNAR2,IFNGR2,IL2RB,ICAM1,LIF,FAS,IL18,TGFB2,CCR1,STAT1,CCL7,ITGAL,IL12B,CCR5,IL7,EGFR,CD47,TGFB1,TLR2,AKT1,HIF1A,IL11"
pDC,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,0.2058506543495,0.437432640492687,-0.450002159445897,-1.23437801312424,17,"IFI27,IL15,BST2,IFIH1,IL7,CD47,OAS1,MX1,LGALS3BP"
pDC,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.31970161182896,0.60388082234359,-0.312392126365044,-1.09839040904567,54,"CXCL9,IL6,CSF3R,IL15,IFNGR2,BST2,IL2RB,ICAM1,LIF,AHR,IL18,CCL7,IL12B,IL15RA,ITGA5,IL1R1,TLR2,CSF3,TNFRSF9,CCR7,HIF1A"
pDC,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.38979086406164,0.662644468904788,-0.309465628336034,-1.04963361955088,44,"NDRG1,IL1RL1,CASP3,SPP1,IL2RB,BMPR2,LIF,ITGAV,AHR"
pDC,HALLMARK_COAGULATION,Coagulation,0.643271621995026,0.887274990425124,0.288412802082611,0.868470878777452,15,"THBS1,CFD"
pDC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.692514446982932,0.887274990425124,-0.248614087073699,-0.86371467210133,50,"VEGFA,IL6,EFNA1,IFNGR2,IFIH1,ICAM1,LIF,JUN,IL18,IL12B,CD83,IL15RA,TLR2,TNFRSF9"
pDC,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.704710952593253,0.887274990425124,-0.281311075805826,-0.836021422311557,24,"IGFBP3,SLPI,SPP1,LIF,PIGR"
pDC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.730697050938338,0.887274990425124,-0.241048957880553,-0.841655228382128,52,"IGFBP3,VEGFA,IL6,DST,IL15,SPP1,JUN,ITGAV,FAS,VEGFC"
pDC,HALLMARK_COMPLEMENT,Complement,0.832770518279254,0.898744113029827,-0.242228902839672,-0.742189043166995,27,"HSPA1A,IL6,CASP3"
pDC,HALLMARK_APICAL_JUNCTION,Apical Junction,0.88575712143928,0.898744113029827,-0.23529397299353,-0.686514237186032,22,"CLDN4,ICAM1,EGFR,CD34,SRC,CDH11"
pDC,HALLMARK_APOPTOSIS,Apoptosis,0.898744113029827,0.898744113029827,0.182962935916677,0.754035253603881,51,"GADD45B,LUM,CD38,GPX3,IFNB1,CTNNB1,CD69"
plasmablast,HALLMARK_APOPTOSIS,Apoptosis,0.051146611698016,0.613759340376192,-0.430270421246642,-1.42932607563915,43,"LGALS3,HSPB1,KRT18,TNF,IGF2R,HMGB2,IL1A,IFNB1,TGFB2,IL18,SQSTM1,IFNGR1,GPX1,SOD1,ERBB2,GPX3"
plasmablast,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.126042632066728,0.756255792400371,0.300899983675554,1.24430564047742,47,"IL15,LUM,MGP,COL6A3,TIMP1,CD59,VIM,COL3A1,MMP2,COL4A2,CXCL12,FN1,ITGB5,TGFB1,COL6A2,THBS2,GADD45B"
plasmablast,HALLMARK_MYOGENESIS,Myogenesis,0.3643583227446,0.774753451676529,0.339885660840667,1.06461588732993,16,"COL6A3,COL3A1,COL4A2,CRYAB,ITGB5,TGFB1,COL6A2,GADD45B"
plasmablast,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.383255933952528,0.774753451676529,-0.319779611128639,-1.05807908041098,42,"LIF,CXCL3,TNF,CXCL1,IL1A,IL12B,PTGS2,CCL5,IL18,SQSTM1,JAG1,VEGFA"
plasmablast,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.408247422680412,0.774753451676529,0.305682060493693,1.02928737419871,21,"CSF2RA,ETS1,IL7R,SCG5,PECAM1,TNFRSF1B"
plasmablast,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.51712823205145,0.774753451676529,-0.301573337231385,-0.96969742857937,36,"IFI27,MX1,LGALS3BP,OAS3,IL7,PTGS2,CCL5"
plasmablast,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.542982030111705,0.774753451676529,0.22833896908815,0.961004251090803,52,"IL15,IL2RB,ETS1,CCL11,IFNG,TIMP1,CD79A,PTPRC"
plasmablast,HALLMARK_COMPLEMENT,Complement,0.549504239114815,0.774753451676529,-0.34166805693529,-0.941514931098279,18,"LGALS3,HSPA1A,SERPINA1,CXCL1,CCL5"
plasmablast,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.581065088757397,0.774753451676529,0.247263003378606,0.924593523494136,31,"CTLA4,IL2RB,TNFRSF4,RORA,TNFRSF1B,XBP1"
plasmablast,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.726790793897078,0.872148952676493,-0.252830322437918,-0.83275484539046,41,"CD9,CXCL3,TNF,IL7,CXCL1,IL18R1,IFNGR1,IL1R1,TNFRSF1A,CSF1,IL1R2,TNFRSF12A,IFNGR2,IFNAR1,TYK2,CD44,JUN,CCR1,IL2RG,IL15RA,FAS,STAT3,IL17RB,IL6"
plasmablast,HALLMARK_HYPOXIA,Hypoxia,0.821474588403722,0.878747795414462,-0.266457031289404,-0.742601485814017,19,"EGFR,ANXA2,TGFB3,VEGFA"
plasmablast,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.878747795414462,0.878747795414462,0.191778048907834,0.769157186293114,41,"IL15,IL2RB,TIMP1,IL7R,TNFRSF1B,CSF3,GPR183"
