gene,sample_id,coef,se,n_cells,pval,dispersion
IL15RA,Lung9,-8.00068402903118e-05,0.000326391431747998,21893,0.806359312619487,0.551420563338099
IL15RA,Lung12,3.46176105874809e-05,0.000255120908544787,16548,0.892065564775287,0.868233152412802
IL15RA,Lung13,0.000590885548614531,0.000374928840117472,13609,0.115027219069924,0.638332503515042
IL16,Lung5,0.00254714061522756,0.000174927460423574,37735,4.96342138262721e-48,0.91270905016662
IL16,Lung6,0.00232755916551856,0.000673650689332023,3252,0.000550001931109276,0.768017598489986
IL16,Lung9,9.87823981246637e-05,0.000335744598936866,21893,0.768590658604054,0.54765677559274
IL16,Lung12,0.000711507822846508,0.000310901428641709,16548,0.0221065672837586,0.739972449467545
IL16,Lung13,-0.00125060001640687,0.000394999915337016,13609,0.00154510062931785,0.609566163885776
IL17A,Lung5,-0.000943706992659251,0.000374343849456466,37735,0.0117034158449954,0.322920625271763
IL17A,Lung6,0.000834398981857021,0.00222406521217468,3252,0.707535231582819,0.162507573122224
IL17A,Lung9,0.00074362335459784,0.000658443781632593,21893,0.258743895517394,0.23849242675655
IL17A,Lung12,-0.000637906362794456,0.00044722105651616,16548,0.153759204663221,0.492954228637445
IL17A,Lung13,0.0003069375385897,0.000837730041225101,13609,0.714072629992811,0.229088553795332
IL17B,Lung5,-0.000193489045716313,0.000294784292362803,37735,0.511582859135522,0.448627932820402
IL17B,Lung6,0.00145468257691883,0.00176770890782947,3252,0.410553629239933,0.229878922922157
IL17B,Lung9,0.00178308485674102,0.000577492586052063,21893,0.00201757830043754,0.28608550419968
IL17B,Lung12,-0.000184079374467557,0.000345152059336818,16548,0.593806313911464,0.664879071656491
IL17B,Lung13,-0.000349139837850153,0.000640033890741146,13609,0.585408229754207,0.331252427690746
IL17D,Lung5,-0.000607221811988367,0.000300133598598041,37735,0.0430554452015191,0.437297494492274
IL17D,Lung6,-0.00220618610600412,0.00185401432655503,3252,0.234065671946877,0.233081363825679
IL17D,Lung9,0.000518973635480438,0.000521627177940686,21893,0.319778602918737,0.333526740518987
IL17D,Lung12,0.000221040652522487,0.000353608726875108,16548,0.531905729820139,0.649522558763708
IL17D,Lung13,-0.000725559914410304,0.000622865024392681,13609,0.244069581985,0.34660775867508
IL17RA,Lung5,-0.000265377216542418,0.000287466410075635,37735,0.35592432829626,0.453530386767273
IL17RA,Lung6,-0.00299740925115463,0.00134092533632682,3252,0.0253957594911465,0.346557813326401
IL17RA,Lung9,3.4225634428716e-05,0.000498187588490935,21893,0.945228183170199,0.334618839090712
IL17RA,Lung12,6.25686083746165e-05,0.000384219331355405,16548,0.870639633267479,0.585615053186994
IL17RA,Lung13,0.000157901083865038,0.000563631658121718,13609,0.779362868002432,0.384551436475515
IL17RB,Lung5,-0.000371669828967056,0.000326896701385093,37735,0.255553274349455,0.391542623082974
IL17RB,Lung6,-0.00104977013287634,0.00195848655404134,3252,0.591951019923656,0.217808237859246
IL17RB,Lung9,0.00118479519316296,0.000596569049585256,21893,0.0470316375041694,0.27208012771638
IL17RB,Lung12,0.000230370821282683,0.000384707217541164,16548,0.549292151916213,0.584504736164734
IL17RB,Lung13,-0.000534326430368951,0.000746071374109882,13609,0.473876045396072,0.268889038437683
IL17RE,Lung5,-0.000209384010256526,0.000369630813335647,37735,0.571075712135114,0.331850228454343
IL17RE,Lung6,0.00222750439151036,0.00165467382476125,3252,0.178241437210345,0.243902637480546
IL17RE,Lung9,0.000990269102934722,0.000676985797840901,21893,0.143532513056817,0.222101167478594
IL17RE,Lung12,-7.37270725841522e-05,0.000440001646887231,16548,0.866928732360723,0.489428290300053
IL17RE,Lung13,9.95529464273311e-05,0.000845497682022066,13609,0.906269876860133,0.223613805486547
IL18,Lung5,-0.000539658006402057,0.000328495176444908,37735,0.100420457724951,0.390178924046543
IL18,Lung6,-0.00196199587039345,0.00184672503358064,3252,0.28804548575015,0.223479021048573
IL18,Lung9,0.000241047470020415,0.000692605236793227,21893,0.727817578155407,0.219572108747362
IL18,Lung12,0.00016083149355151,0.000431611723959156,16548,0.709423812568294,0.512382898634428
IL18,Lung13,-0.000379783080588582,0.000740457690469055,13609,0.608019071097179,0.260799050063093
IL18R1,Lung5,0.000611791459777583,0.000373897717128902,37735,0.101786537217798,0.344047608427686
IL18R1,Lung6,-0.000293950784440953,0.00247243767809912,3252,0.905361649195335,0.135026930286248
IL18R1,Lung9,0.00120395459745418,0.000685499566272542,21893,0.0790342822516933,0.221358474203056
IL18R1,Lung12,9.1628098988808e-05,0.000457685634501422,16548,0.841325132662945,0.476382647246532
IL18R1,Lung13,0.00240088800838202,0.000914568077273884,13609,0.00866081264115226,0.211284099968004
IL1A,Lung5,-0.00112127491669268,0.000339798416612939,37735,0.000967455348989514,0.368024813147566
IL1A,Lung6,0.00252251721983678,0.0019904196510646,3252,0.205037554251027,0.19584279881045
IL1A,Lung9,0.000691012999330549,0.000641879208155339,21893,0.281682787967467,0.242084587679832
IL1A,Lung12,-1.04791238690179e-05,0.000386308019201279,16548,0.978358963737625,0.585290607958264
IL1A,Lung13,-0.000761910565749996,0.000805883551657753,13609,0.34443680895463,0.239415507288236
IL1B,Lung5,-0.00146224050866155,0.00036810108821028,37735,7.11555624028071e-05,0.324750309855777
IL1B,Lung6,8.41290289633137e-05,0.00227547053569149,3252,0.970507214787736,0.163841748972893
IL1B,Lung9,-0.000491501078774905,0.000683661490645793,21893,0.472187364737528,0.225641352398919
IL1B,Lung12,-0.00135872170044925,0.000438711847921126,16548,0.00195443118734375,0.502273824474428
IL1B,Lung13,-0.00223193908237217,0.000857447200440372,13609,0.00924106900990877,0.219530098709935
IL1R1,Lung5,0.000428177916585528,8.59497792017391e-05,37735,6.30208888323615e-07,1.56867844910815
IL1R1,Lung6,-0.000169520629669835,0.00046127049934348,3252,0.713240075459574,1.12948539607863
IL1R1,Lung9,0.000178507735838041,0.000167095277417929,21893,0.285385610677421,1.10641381129737
IL1R1,Lung12,0.000347064542146817,0.00026927952711162,16548,0.197445560356753,0.853435265140651
IL1R1,Lung13,0.00093776406971494,0.00022340872459825,13609,2.6984594108154e-05,1.0995340818818
IL1R2,Lung5,-0.00249340821391094,0.000306808924694992,37735,4.40375697987757e-16,0.419647240005633
IL1R2,Lung6,-0.00590886474023329,0.00216337016252929,3252,0.00630804326079007,0.195848543671213
IL1R2,Lung9,-0.000528600506269309,0.000734707036442437,21893,0.47185068033351,0.198924599323553
IL1R2,Lung12,-0.000676303570241836,0.000402239401262357,16548,0.0926957462044011,0.5467183725552
IL1R2,Lung13,9.58369708856951e-05,0.000983411154730091,13609,0.922366169643039,0.179740571452436
IL1RAP,Lung5,-0.000865830933425214,0.000251759396812407,37735,0.000583607135662742,0.538053864615583
IL1RAP,Lung6,-0.00414780139394874,0.00122190672505195,3252,0.000687460230458098,0.415650116836492
IL1RAP,Lung9,0.00077578835608314,0.000494408430969693,21893,0.116618944276094,0.338195203089069
IL1RAP,Lung12,-0.000647720556789127,0.000357624413412117,16548,0.0701136976300774,0.635476093110752
IL1RAP,Lung13,0.000506389548975594,0.000546216574151327,13609,0.353882064887984,0.413624889388122
IL1RL1,Lung5,-8.87976717922581e-05,0.000409859376323651,37735,0.828478002053138,0.298525163246064
IL1RL1,Lung6,-0.00255558420112026,0.00245564690385401,3252,0.298016227154052,0.149097374249892
IL1RL1,Lung9,0.000615905828541036,0.000820461236081133,21893,0.452843803829187,0.16814595025487
IL1RL1,Lung12,-0.00023786025600694,0.000504345976358751,16548,0.637197189832578,0.414484342142475
IL1RL1,Lung13,-0.00169805003120218,0.000880981509418435,13609,0.0539232596531469,0.211667089215406
IL1RN,Lung5,-0.00264685104822786,0.000273865165484831,37735,4.25465339085559e-22,0.471484825863136
IL1RN,Lung6,-0.000647591277778917,0.0016999624142585,3252,0.703244455012528,0.250996019282619
IL1RN,Lung9,0.00109801129430421,0.000589725771165494,21893,0.0626169764550388,0.276064940145112
IL1RN,Lung12,-0.000684137246418814,0.000370479082932048,16548,0.0648009955436737,0.60804227828821
IL1RN,Lung13,-7.80166160065907e-05,0.000653125185007926,13609,0.904917864829685,0.323462913569494
IL20,Lung5,-0.000426261688524256,0.00035445815914428,37735,0.229141735880576,0.353739239479231
IL20,Lung6,-0.00125292555102351,0.001924600403161,3252,0.515042901872051,0.206339585887584
IL20,Lung9,0.000122128761523406,0.000696267091303128,21893,0.860761375530989,0.218303923650058
IL20,Lung12,-0.000538054541359954,0.00037680889126268,16548,0.153313672100245,0.594974324833471
IL20,Lung13,0.000894401919726457,0.000889427717396109,13609,0.314611591053917,0.212793199168346
IL20RA,Lung5,-0.00133589466316531,0.000410594576371459,37735,0.00113968094571097,0.281205097268893
IL20RA,Lung6,0.000639870597819076,0.00222878198729508,3252,0.774040118790435,0.165624187906036
IL20RA,Lung9,-0.000635564362472571,0.00069757953587269,21893,0.362242952805801,0.218761272194179
IL20RA,Lung12,-0.00112956912155546,0.000485706639926739,16548,0.0200388266549006,0.445502479302379
IL20RA,Lung13,-0.0023599634083008,0.000797582829602808,13609,0.00308744829917252,0.241600231962361
IL22RA1,Lung5,-0.00104742173029483,0.00044087182066403,37735,0.0175111171575913,0.255403754409722
IL22RA1,Lung6,-0.000147285951162206,0.00311656120735599,3252,0.962306706337008,0.0963635610465918
IL22RA1,Lung9,0.00035726820170335,0.00084914089679865,21893,0.673944380685979,0.16257148423061
IL22RA1,Lung12,-0.000355960429712005,0.000510689602369217,16548,0.485790812963067,0.414516222041032
IL22RA1,Lung13,0.000506928579666598,0.00100130401757332,13609,0.612668245562647,0.179317842831349
IL23A,Lung5,-0.000257890429594107,0.000306434821656634,37735,0.400021238150606,0.431424771579277
IL23A,Lung6,0.00377185508515138,0.00170130011322825,3252,0.0266201702136124,0.232318306902022
IL23A,Lung9,-0.000167531634514836,0.00065860924811399,21893,0.799208317841981,0.239454636259496
IL23A,Lung12,0.000322471141691136,0.000376363014726301,16548,0.391550563435332,0.594420355294269
IL23A,Lung13,0.000110685722138724,0.000858732401195918,13609,0.897441277404945,0.220732010152735
IL24,Lung5,-0.000192443743901915,0.000332457654453009,37735,0.562689110177837,0.383867955349543
IL24,Lung6,0.00105972880606909,0.00165906525544796,3252,0.522985237162537,0.248346699234507
IL24,Lung9,-0.00404430496696266,0.000429225222217108,21893,4.41155041015586e-21,0.440004841757385
IL24,Lung12,-0.000174986127219047,0.000414446828873878,16548,0.672867284863997,0.52298783901717
IL24,Lung13,-0.0011460920749099,0.000791106737300737,13609,0.147415820206826,0.236669056850566
IL27RA,Lung5,0.000273139971789886,0.000295996552484864,37735,0.356121384563165,0.456833891589462
IL27RA,Lung6,-0.00250536988812977,0.00211679640474926,3252,0.236584600134834,0.180227222252177
IL27RA,Lung9,-0.000564484675234951,0.000575705658991336,21893,0.326834847637091,0.277496979218207
IL27RA,Lung12,0.000213303092905741,0.000355990635720079,16548,0.549051689867035,0.624863903260014
IL27RA,Lung13,-0.000317702556098145,0.000622099953670352,13609,0.609565520206851,0.331752200310817
IL2RA,Lung5,0.000348545250660073,0.00026580286058906,37735,0.189759020892948,0.535352702317465
IL2RA,Lung6,0.00210951652026236,0.00126286744190102,3252,0.0948366886290485,0.371593562625242
IL2RA,Lung9,0.00221545680487438,0.000571397966596491,21893,0.000105640722236374,0.2854047672989
IL2RA,Lung12,0.000584882253064236,0.000335898881421801,16548,0.0816406396614155,0.669002126280246
IL2RA,Lung13,-0.000360602575156223,0.000606349854077198,13609,0.552037056795631,0.358458421777063
IL2RB,Lung5,0.000719813307837435,0.000386558418971301,37735,0.0625879475682251,0.331645589897117
IL2RB,Lung6,-0.00187263992360728,0.00215870869184152,3252,0.385678226243102,0.178942816545836
IL2RB,Lung9,0.00074257991512548,0.000714151721135309,21893,0.298429604657088,0.203313260636109
IL2RB,Lung12,0.000215727983128582,0.000499169694887798,16548,0.665615217568187,0.425622422331435
IL2RB,Lung13,0.00163704908565005,0.000842514145493686,13609,0.0520098341413474,0.2280775398093
IL2RG,Lung5,0.00110182840141795,0.00028266925627304,37735,9.70135935550382e-05,0.520075910364748
IL2RG,Lung6,0.00221786380805424,0.001525956018101,3252,0.146105574395071,0.280423975183168
IL2RG,Lung9,0.00198502142197718,0.000627461128121268,21893,0.00155843266748344,0.24509141838254
IL2RG,Lung12,0.000849515339305353,0.000387141299242886,16548,0.0282117736263507,0.573335386471974
IL2RG,Lung13,-0.00046366257681336,0.000738232520144059,13609,0.529957305747417,0.267780415296874
IL32,Lung5,-0.00115830751372269,9.78025624750769e-05,37735,2.33028243242801e-32,1.41206979552301
IL32,Lung6,0.000668894710296707,0.000585570846702438,3252,0.253331376331891,0.87920242604829
IL32,Lung9,-0.00133950873122834,0.000200744571966792,21893,2.51135813255628e-11,0.929378928360305
IL32,Lung12,-0.00112810404677622,0.000202707633877543,16548,2.61885078948176e-08,1.09094219258644
IL32,Lung13,0.000524022177473127,0.000188611437773032,13609,0.0054641448426352,1.19728979867557
IL33,Lung5,0.00250987901980675,0.000314030388343405,37735,1.32259782971959e-15,0.472395186934301
IL33,Lung6,0.00437290249411555,0.00175100567418488,3252,0.0125119651041205,0.230948007366958
IL33,Lung9,0.000633894994214984,0.000694683825437683,21893,0.361508596617256,0.215120023416845
IL33,Lung12,-0.000115527516179564,0.000467357934612877,16548,0.804759017669733,0.461718435610089
IL33,Lung13,-0.000332367918721274,0.000857170722089948,13609,0.698201075136431,0.214849371795004
IL34,Lung5,0.000212840827952884,0.000309984713815277,37735,0.492324003613863,0.42538985805233
IL34,Lung6,0.000833257188827113,0.00157272950947764,3252,0.596239541137834,0.262657907026864
IL34,Lung9,0.00164729323980217,0.000568016492973947,21893,0.00373067495860057,0.287152579775425
IL34,Lung12,-0.000499657959312375,0.000393456243725266,16548,0.204113122524777,0.574121452352597
IL34,Lung13,0.00105666166973031,0.00075243095770984,13609,0.160220485019148,0.269376655553753
IL36G,Lung5,-0.000344361206260851,0.0004715227855358,37735,0.465196309515728,0.238734093765141
IL36G,Lung6,0.00229391158808905,0.00288770241090574,3252,0.426978567437403,0.113831875095051
IL36G,Lung9,0.000507818019737753,0.000856803927540126,21893,0.553389494447169,0.163657101188018
IL36G,Lung12,-0.000600876135105194,0.000540357391187768,16548,0.26613917192991,0.388790511897069
IL36G,Lung13,-0.00057703878639694,0.000969289155781947,13609,0.551628509662593,0.184566645172453
IL3RA,Lung5,-0.00176107024016798,0.000350265805978111,37735,4.96110715612119e-07,0.337912626544341
IL3RA,Lung6,0.00209338636467363,0.00229697400535638,3252,0.362102022200289,0.151144072521776
IL3RA,Lung9,0.00178040419656895,0.00073128711730659,21893,0.0149075511255237,0.19642385694536
IL3RA,Lung12,-4.11316948974168e-05,0.000490460087644251,16548,0.933164967631119,0.427674934769801
IL3RA,Lung13,0.00251955344389898,0.000919262385030945,13609,0.00612818690167638,0.206997959094174
IL4R,Lung5,0.0012101968139665,0.000166786462465809,37735,3.98806795985954e-13,0.863734089755064
IL4R,Lung6,-0.000818837081646686,0.000888912305886246,3252,0.356963009751677,0.564509257110356
IL4R,Lung9,-0.000115836912682428,0.000384717402838112,21893,0.763341208753116,0.448888853151614
IL4R,Lung12,-0.000816974559802915,0.000354697669427214,16548,0.0212620619339592,0.622118783602286
IL4R,Lung13,0.0012321265447417,0.000474422151979932,13609,0.00940117949183553,0.477412909829785
IL6,Lung5,0.00540367054109593,0.000239678996017777,37735,1.48827321204444e-112,0.900478655209743
IL6,Lung6,0.00104286475155223,0.0014557925637082,3252,0.473771974611891,0.301442344549308
IL6,Lung9,0.00129317039847783,0.000503585965315626,21893,0.0102309635646352,0.346993677932487
IL6,Lung12,-6.87575049451702e-05,0.000321816461607176,16548,0.830816569010423,0.703535038971365
IL6,Lung13,8.97888438194091e-05,0.000678599530591602,13609,0.894735205260237,0.313643747581725
IL6R,Lung5,0.0018284743207829,0.000334596597594064,37735,4.63656778966611e-08,0.419350336672467
IL6R,Lung6,3.13064917497653e-06,0.00188275533886349,3252,0.998673276639101,0.210499906650144
IL6R,Lung9,0.00143030931948498,0.000635735301000175,21893,0.02445844358856,0.248150122692398
IL6R,Lung12,1.14796738509908e-05,0.000424208523787071,16548,0.97841076688106,0.510268252622759
IL6R,Lung13,0.00081947803698437,0.00076658390147706,13609,0.285069759749817,0.257365374658798
IL6ST,Lung5,0.00220704912687071,0.000152142725067857,37735,1.10300198652824e-47,1.00988873570363
IL6ST,Lung6,0.00092629186315892,0.000573175232030007,3252,0.106078966116418,0.874025394660782
IL6ST,Lung9,0.00104964132464643,0.000412892947256806,21893,0.0110168667531784,0.408691084892573
IL6ST,Lung12,0.000480819626549556,0.000355677463033491,16548,0.176425960805227,0.63773410749114
IL6ST,Lung13,0.00197611253731418,0.000401740558947234,13609,8.70419838895648e-07,0.599372761054533
IL7,Lung5,-8.20578402372965e-05,0.000369944607335627,37735,0.824460896171085,0.332108931810366
IL7,Lung6,0.00200056249016587,0.00176712587645972,3252,0.257592564877293,0.221878344542103
IL7,Lung9,0.00148498927413047,0.000667765631732196,21893,0.0261606875560657,0.227079774857492
IL7,Lung12,0.000184675550173683,0.000447468147062812,16548,0.679817506990828,0.487497975877053
IL7,Lung13,-0.00055307878407695,0.000779283446853951,13609,0.477873221697808,0.254093454920536
IL7R,Lung5,0.00293889817570553,0.000252695523187901,37735,2.89436096483606e-31,0.71662543546019
IL7R,Lung6,0.00663367713198548,0.00125665659976771,3252,1.30011029109564e-07,0.3594025858445
IL7R,Lung9,-8.75501724336116e-07,0.000386529295693715,21893,0.998192766449313,0.452634227317462
IL7R,Lung12,0.000212972426413073,0.000413979984959975,16548,0.606936694894319,0.529021215264306
IL7R,Lung13,-0.000759722277024506,0.000416024420373239,13609,0.0678279304314872,0.572941698797417
INHA,Lung5,-0.00103622204628607,0.000328766452883148,37735,0.00162240436150293,0.37551306657926
INHA,Lung6,0.00204528285088314,0.00208437899963274,3252,0.326472794321148,0.187834252977823
INHA,Lung9,0.00045812581566615,0.000634204753395739,21893,0.470071554251201,0.247174516691277
INHA,Lung12,0.000342916134657371,0.000387404075002658,16548,0.376068193891099,0.578204884104285
INHA,Lung13,0.00093795110378069,0.000796788538570274,13609,0.239129893900089,0.24569890223208
INHBA,Lung5,-0.000611369420107616,0.000121268847660008,37735,4.62045696321106e-07,1.23290004679863
INHBA,Lung6,-8.84322470580083e-05,0.000658324171207338,3252,0.893142158767244,0.832280776521514
INHBA,Lung9,-0.000641751588813965,0.000332896683580502,21893,0.0538824888863717,0.564957403357516
INHBA,Lung12,-0.000491532882392658,0.000239583699373215,16548,0.0402073486044184,0.921322316787908
INHBA,Lung13,-0.000128087043247427,0.000262898804356631,13609,0.626109204679651,0.962457955909578
INHBB,Lung5,-0.000697306960101935,0.000365751693099025,37735,0.0565848847064091,0.332901707495623
INHBB,Lung6,-0.00754440745905262,0.0024652494164147,3252,0.00221113986521568,0.1711347404477
INHBB,Lung9,0.000202416265032383,0.000669696008275447,21893,0.762460755110062,0.228988288234758
INHBB,Lung12,-3.95648352539487e-05,0.000428081702783666,16548,0.926361520787093,0.511054544285201
INHBB,Lung13,0.00088153170562938,0.000790388409316967,13609,0.264715645697008,0.251265346222586
INS,Lung5,-0.000469411325557077,0.000359341068110979,37735,0.191446689655379,0.335460644466722
INS,Lung6,-0.000253373678808757,0.00220665258971181,3252,0.908585702576644,0.163339515181831
INS,Lung9,0.000128346945088505,0.000706382452330392,21893,0.855821217454328,0.210928107069252
INS,Lung12,-0.000154816201633503,0.000427078542359136,16548,0.716978021110273,0.500184273413331
INS,Lung13,-0.000269816023330599,0.00090219692884429,13609,0.764890028927293,0.204930326795459
INSR,Lung5,-0.00152272814909994,0.000213300179944485,37735,9.40823657355252e-13,0.648109168620445
INSR,Lung6,-0.000606063907220697,0.000990137528150219,3252,0.540471112299559,0.512938027616558
INSR,Lung9,0.00373172297550491,0.00046776622127212,21893,1.49022258784945e-15,0.366478875451616
INSR,Lung12,5.36131746116718e-05,0.000408292435088565,16548,0.895529509969173,0.549132163977243
INSR,Lung13,0.00214801019527648,0.000492471812195967,13609,1.29060670075175e-05,0.480974917865865
IRF3,Lung5,0.000823651110110051,0.000171732227690972,37735,1.61755524682637e-06,0.830631986682558
IRF3,Lung6,0.0015404723156815,0.000731035341606171,3252,0.0350961410363625,0.703857683810806
IRF3,Lung9,-0.00113060432440902,0.000364206461965822,21893,0.00190733007290856,0.470392433896286
IRF3,Lung12,0.000232720723851516,0.000329487944028583,16548,0.479995198409494,0.697330932504861
IRF3,Lung13,-0.000182460151032186,0.00037863214633626,13609,0.629882015063156,0.633545095772188
IRF4,Lung5,0.00108841737413783,0.000360409980706617,37735,0.00252822780273634,0.374940434269474
IRF4,Lung6,0.00322970736446746,0.00224469140834962,3252,0.150201468674469,0.159924012838962
IRF4,Lung9,0.00125296176134443,0.000709620344490767,21893,0.077449712877265,0.211926991006291
IRF4,Lung12,3.50889758655424e-06,0.000423210356501953,16548,0.993384700798387,0.517881208860682
IRF4,Lung13,-0.000864009779197024,0.000788344168258582,13609,0.273087339564207,0.250061076298618
ITGA1,Lung5,-0.0035743000104105,8.99941955898106e-05,37735,0,1.43582361413126
ITGA1,Lung6,-0.00081928026407861,0.00043890391241655,3252,0.0619503924899883,1.0858024517245
ITGA1,Lung9,0.000125147518600422,0.000278243661281678,21893,0.652871452662912,0.659774076723177
ITGA1,Lung12,-0.00174628910036387,0.000205514229599728,16548,1.94270822459336e-17,1.05719674401677
ITGA1,Lung13,0.00332252486007225,0.000394853526406882,13609,3.94319807054584e-17,0.658122163464048
ITGA2,Lung5,-0.00228581376904202,0.000218128458612525,37735,1.07639915412128e-25,0.603144696591282
ITGA2,Lung6,-0.00250046660846183,0.00100962225943319,3252,0.0132627168635088,0.521952891184474
ITGA2,Lung9,0.000134510392940909,0.000515001358244833,21893,0.793950199610197,0.314246768402183
ITGA2,Lung12,-0.000429925806229516,0.000369844857729258,16548,0.245053106108194,0.613335615872909
ITGA2,Lung13,-0.00177960985005785,0.000692990033336686,13609,0.0102282283087077,0.289340250444913
ITGA3,Lung5,-0.00268396588418838,0.000293442130842067,37735,5.88127395104253e-20,0.404132720486002
ITGA3,Lung6,0.00111487745308972,0.00131476006188764,3252,0.396454524443109,0.332426685476053
ITGA3,Lung9,-0.000287793931833893,0.000634552518527422,21893,0.65016110128346,0.23727821420687
ITGA3,Lung12,0.000168544958111622,0.000425586349853651,16548,0.69208290391003,0.505907685428933
ITGA3,Lung13,-0.00475024706371533,0.000702386496135771,13609,1.3515368363455e-11,0.278442534099106
ITGA5,Lung5,-0.000453142871057971,0.000187382358692389,37735,0.0155941039878528,0.779195792320072
ITGA5,Lung6,0.000955699673199019,0.000866117375088872,3252,0.269840585902549,0.627906411701453
ITGA5,Lung9,-0.00136071386385448,0.000330286788793671,21893,3.79209620418213e-05,0.546829144419641
ITGA5,Lung12,-0.000392592939723342,0.000310958085595071,16548,0.206759262423503,0.727931881688431
ITGA5,Lung13,0.00207908783586792,0.000312173180847017,13609,2.73741348312636e-11,0.835479410366465
ITGA6,Lung5,-0.00142207545238879,0.00031632127657182,37735,6.935186357982e-06,0.398940186112823
ITGA6,Lung6,-0.00344859677715444,0.00147149065378005,3252,0.019098249165292,0.303109711961858
ITGA6,Lung9,0.00163236877486804,0.000693748769956187,21893,0.0186242281707802,0.215391151254934
ITGA6,Lung12,-0.000352843293270017,0.00045523107710585,16548,0.438288767533347,0.47386059041199
ITGA6,Lung13,-0.000307221561220696,0.000794603365651167,13609,0.699026360117389,0.24769969679031
ITGA9,Lung5,-0.00108747539005714,0.000209119303860412,37735,1.99006669194042e-07,0.670627718852242
ITGA9,Lung6,0.00234909047532918,0.000959564022512881,3252,0.0143619354711374,0.514976442676543
ITGA9,Lung9,0.00271227334839498,0.000548285967538357,21893,7.54347119728415e-07,0.297428822914664
ITGA9,Lung12,0.00047227696163396,0.000362140663380798,16548,0.192190713014628,0.623476336622623
ITGA9,Lung13,8.13501883158447e-05,0.000690259238173641,13609,0.906182910143455,0.298488521645358
ITGAE,Lung5,-0.000267221242834915,0.000343567701162645,37735,0.436696736132723,0.383321297602032
ITGAE,Lung6,0.000313089266951605,0.00189458587627019,3252,0.86874349342561,0.209821278669856
ITGAE,Lung9,0.000681602909114761,0.000712998240134589,21893,0.33908882166453,0.209679946062334
ITGAE,Lung12,-0.00036777230042882,0.000429430283300345,16548,0.391765998827035,0.506520458465055
ITGAE,Lung13,0.000609862794208007,0.000790038371303033,13609,0.440149534618334,0.244059696654773
ITGAL,Lung5,0.0012914843744844,0.000359822497489453,37735,0.000331660830357432,0.374274822820987
ITGAL,Lung6,0.00278351864994729,0.00205996341017844,3252,0.176616436653155,0.181728431576288
ITGAL,Lung9,0.0023598142924252,0.000803334894667393,21893,0.00330846210820136,0.171834445953065
ITGAL,Lung12,0.000175455888982047,0.000489853386801026,16548,0.72020830343755,0.434947799261548
ITGAL,Lung13,-0.000587555585775437,0.000943745979617191,13609,0.533561801478715,0.183133011974394
ITGAM,Lung5,-0.00152928950986709,0.000343992092503672,37735,8.76015551548831e-06,0.353505340463535
ITGAM,Lung6,0.0011835155558655,0.00208769758814265,3252,0.570782191498845,0.171204007488419
ITGAM,Lung9,0.00105209964027557,0.000661774014605356,21893,0.111876039758993,0.236448358765248
ITGAM,Lung12,0.000109198621502456,0.000440673974503642,16548,0.8042898386236,0.497595696610787
ITGAM,Lung13,0.000307311557710933,0.000720723996031384,13609,0.669821611567585,0.275458289627983
ITGAV,Lung5,-0.00107787757571821,0.000124512668133556,37735,4.85319040323463e-18,1.02475474645385
ITGAV,Lung6,-0.00112249831566612,0.000644272297785887,3252,0.0814606620842539,0.786188430280507
ITGAV,Lung9,-0.000342378354817983,0.000322713076776994,21893,0.288718376201551,0.541164472494105
ITGAV,Lung12,-0.000338880479090341,0.000327712348981528,16548,0.301099202828542,0.673835026188998
ITGAV,Lung13,0.000176201720568317,0.000323742109468932,13609,0.586258657784778,0.717591956253651
ITGAX,Lung5,-0.00130980347161959,0.000282957134658461,37735,3.6746777642584e-06,0.477131886428411
ITGAX,Lung6,-0.002989699485275,0.00160039245426713,3252,0.0617475813566052,0.296031484937635
ITGAX,Lung9,0.00131818352821783,0.000583729744663793,21893,0.023932657484607,0.274947072073884
ITGAX,Lung12,-0.000794730684503166,0.000413825540478106,16548,0.0548012583209464,0.536360123463326
ITGAX,Lung13,0.000773197280020623,0.000628258450474933,13609,0.218435323324681,0.342324683599975
ITGB1,Lung5,-0.00209099768236314,0.000109202684368323,37735,1.00847068479892e-81,1.12125018598064
ITGB1,Lung6,-0.00131862105728705,0.000488364760801612,3252,0.00693240272545954,0.942635873618976
ITGB1,Lung9,-0.000360999275534326,0.000250350660049014,21893,0.149309558779622,0.70780359758213
ITGB1,Lung12,-0.00120758588063218,0.000220548064464553,16548,4.36557862497518e-08,0.976663985375435
ITGB1,Lung13,-2.75923574834352e-05,0.000244435390208984,13609,0.910124101300308,0.933343581966014
ITGB2,Lung5,0.000245337598676343,0.000251803451454326,37735,0.329896770754741,0.572327581050609
ITGB2,Lung6,0.0018152877347379,0.00111134687929273,3252,0.102382298135106,0.404507048531418
ITGB2,Lung9,0.00187856771502841,0.000485209070771461,21893,0.000108093772541688,0.340495087529256
ITGB2,Lung12,0.000729463511259132,0.000382858591654502,16548,0.056740055092215,0.580564513276844
ITGB2,Lung13,0.000471550806451212,0.000421651402988606,13609,0.263420618163798,0.544389348934903
ITGB4,Lung5,-0.00375498074896037,0.000301022452806224,37735,1.03382295793057e-35,0.381211491665966
ITGB4,Lung6,-0.0038186909866291,0.00158399482876705,3252,0.0159176776587364,0.287916835922293
ITGB4,Lung9,0.00136253885348881,0.000638028318805509,21893,0.0327164331875657,0.245324654647186
