ligand,auroc,aupr,activity,pearson,cell_type
RSPO3,0.581916594013368,0.072480352670048,0.0072171947753111,0.0500420772200499,fibroblast
OSM,0.590798459750075,0.0724777940447253,0.00721463614998848,-0.0205861452819944,fibroblast
PDGFA,0.589363557105493,0.0723794369580935,0.00711627906335666,-0.0242317594355227,fibroblast
IL33,0.582515983725663,0.0720803803463752,0.00681722245163832,-0.0547807230584605,fibroblast
CLCF1,0.57893780877652,0.0720741905679463,0.00681103267320947,0.0335140818769568,fibroblast
CSF3,0.591270706190064,0.072069710742888,0.00680655284815114,-0.0487403432415144,fibroblast
CSHL1,0.576322290031969,0.0718766457380903,0.00661348784335346,0.0189909580659088,fibroblast
IL18,0.578901482127289,0.0718657318946474,0.00660257399991052,-0.0104287341762529,fibroblast
IFNA1,0.587474571345542,0.0717207010054135,0.00645754311067666,-0.0357485254075931,fibroblast
IL1A,0.583841906422553,0.0713894984684986,0.00612634057376171,-0.0369798677158392,fibroblast
CCL2,0.572671461784365,0.0712764510944007,0.00601329319966383,-0.0284508897594895,fibroblast
PDGFB,0.57581371694275,0.0710567042284037,0.00579354633366686,-0.00828572664666816,fibroblast
CXCL12,0.578084132519617,0.0706020585045452,0.00533890060980839,-0.0296188100669717,fibroblast
PTPRC,0.574415140947399,0.0697453083545768,0.00448215045983995,-0.00576697935005163,fibroblast
IL23A,0.554253850624821,0.0695699621260344,0.00430680423129759,0.00913188787116564,fibroblast
IL20,0.562808776518456,0.0693640873423387,0.00410092944760188,-0.017567940306222,fibroblast
IL11,0.563716942749203,0.0684198342798184,0.00315667638508151,-0.0153646192398126,fibroblast
IL7,0.54546280151119,0.0681656718925177,0.00290251399778087,-0.0276226119843863,fibroblast
PDGFD,0.560810810810811,0.0681351074823872,0.00287194958765034,-0.0172858156491907,fibroblast
TNF,0.557032839290905,0.0680713007412691,0.00280814284653223,-0.0164314202795041,fibroblast
CSF2,0.555470793374018,0.0679735123106989,0.0027103544159621,-0.0398562249128001,fibroblast
IFNB1,0.565896541702995,0.0678712748341845,0.00260811693944765,-0.0419117956124104,fibroblast
IL15,0.546534437663468,0.0677643244290887,0.00250116653435187,-0.010800414785355,fibroblast
IL36G,0.555797733217089,0.0662496088595078,0.000986450964770985,-0.0444567894276069,fibroblast
IL1B,0.544972391746586,0.0654404485482931,0.000177290653556247,-0.0334630768263105,fibroblast
IFNL2,0.53383827375763,0.0646341662807547,-0.000628991613982111,-0.000532647576409188,fibroblast
IL12B,0.535999709386808,0.0641762956343893,-0.00108686226034753,-0.0183390915439084,fibroblast
IFNL3,0.53411072362685,0.0634715717937165,-0.00179158610102034,-0.0266667809153844,fibroblast
IL10,0.53432868352223,0.0628585490616342,-0.00240460883310265,-0.0514711199824381,fibroblast
TSLP,0.527989683231619,0.0622964126870834,-0.00296674520765348,-0.0332187748949683,fibroblast
IL12A,0.5115518744551,0.0600731536786935,-0.00519000421604338,-0.0543107549971437,fibroblast
